Paper title,Author(s),Date published,Link to paper
Humanity's Last Exam,"Long Phan, Alice Gatti, Ziwen Han, Nathaniel Li, Josephina Hu, Hugh Zhang, Sean Shi, Michael Choi, Anish Agrawal, Arnav Chopra, Adam Khoja, Ryan Kim, Richard Ren, Jason Hausenloy, Oliver Zhang, Mantas Mazeika, Summer Yue, Alexandr Wang, Dan Hendrycks",Jan 2025,https://lastexam.ai/
Gradual Disempowerment: Systemic Existential Risks from Incremental AI Development,"Jan Kulveit, Raymond Douglas, Nora Ammann, Deger Turan, David Krueger, David Duvenaud",Jan 2025,https://gradual-disempowerment.ai/
DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning,"Daya Guo, Dejian Yang, Haowei Zhang, Junxiao Song, Ruoyu Zhang, Runxin Xu, Qihao Zhu, Shirong Ma, Peiyi Wang, Xiao Bi, Xiaokang Zhang, Xingkai Yu, Yu Wu, Z.F. Wu, Zhibin Gou, Zhihong Shao, Zhuoshu Li, Ziyi Gao, Aixin Liu, Bing Xue, Bingxuan Wang, Bochao Wu, Bei Feng, Chengda Lu, Chenggang Zhao, Chengqi Deng, Chenyu Zhang, Chong Ruan, Damai Dai, Deli Chen, Dongjie Ji, Erhang Li, Fangyun Lin, Fucong Dai, Fuli Luo, Guangbo Hao, Guanting Chen, Guowei Li, H. Zhang, Han Bao, Hanwei Xu, Haocheng Wang, Honghui Ding, Huajian Xin, Huazuo Gao, Hui Qu, Hui Li, Jianzhong Guo, Jiashi Li, Jiawei Wang, Jingchang Chen, Jingyang Yuan, Junjie Qiu, Junlong Li, J.L. Cai, Jiaqi Ni, Jian Liang, Jin Chen, Kai Dong, Kai Hu, Kaige Gao, Kang Guan, Kexin Huang, Kuai Yu, Lean Wang, Lecong Zhang, Liang Zhao, Litong Wang, Liyue Zhang, Lei Xu, Leyi Xia, Mingchuan Zhang, Minghua Zhang, Minghui Tang, Meng Li, Miaojun Wang, Mingming Li, Ning Tian, Panpan Huang, Peng Zhang, Qiancheng Wang, Qinyu Chen, Qiushi Du, Ruiqi Ge, Ruisong Zhang, Ruizhe Pan, Runji Wang, R.J. Chen, R.L. Jin, Ruyi Chen, Shanghao Lu, Shangyan Zhou, Shanhuang Chen, Shengfeng Ye, Shiyu Wang, Shuiping Yu, Shunfeng Zhou, Shuting Pan, S.S. Li, Shuang Zhou, Shaoqing Wu, Shengfeng Ye, Tao Yun, Tian Pei, Tianyu Sun, T. Wang, Wangding Zeng, Wanjia Zhao, Wen Liu, Wenfeng Liang, Wenjun Gao, Wenqin Yu, Wentao Zhang, W.L. Xiao, Wei An, Xiaodong Liu, Xiaohan Wang, Xiaokang Chen, Xiaotao Nie, Xin Cheng, Xin Liu, Xin Xie, Xingchao Liu, Xinyu Yang, Xinyuan Li, Xuecheng Su, Xuheng Lin, X.Q. Li, Xiangyue Jin, Xiaojin Shen, Xiaosha Chen, Xiaowen Sun, Xiaoxiang Wang, Xinnan Song, Xinyi Zhou, Xianzu Wang, Xinxia Shan, Y.K. Li, Y.Q. Wang, Y.X. Wei, Yang Zhang, Yanhong Xu, Yao Li, Yao Zhao, Yaofeng Sun, Yaohui Wang, Yi Yu, Yichao Zhang, Yifan Shi, Yiliang Xiong, Ying He, Yishi Piao, Yisong Wang, Yixuan Tan, Yiyang Ma, Yiyuan Liu, Yongqiang Guo, Yuan Ou, Yuduan Wang, Yue Gong, Yuheng Zou, Yujia He, Yunfan Xiong, Yuxiang Luo, Yuxiang You, Yuxuan Liu, Yuyang Zhou, Y.X. Zhu, Yanhong Xu, Yanping Huang, Yaohui Li, Yi Zheng, Yuchen Zhu, Yunxian Ma, Ying Tang, Yukun Zha, Yuting Yan, Z.Z. Ren, Zehui Ren, Zhangli Sha, Zhe Fu, Zhean Xu, Zhenda Xie, Zhengyan Zhang, Zhewen Hao, Zhicheng Ma, Zhigang Yan, Zhiyu Wu, Zihui Gu, Zijia Zhu, Zijun Liu, Zilin Li, Ziwei Xie, Ziyang Song, Zizheng Pan, Zhen Huang, Zhipeng Xu, Zhongyu Zhang, Zhen Zhang",Jan 2025,https://github.com/deepseek-ai/DeepSeek-R1/blob/main/DeepSeek_R1.pdf
Why do Experts Disagree on Existential Risk and P(doom)? A Survey of AI Experts,Severin Field,Jan 2025,https://arxiv.org/abs/2502.14870
STP: Self-play LLM Theorem Provers with Iterative Conjecturing and Proving,"Kefan Dong, Tengyu Ma",Jan 2025,https://arxiv.org/abs/2502.00212
Low-Rank Adapting Models for Sparse Autoencoders,"Matthew Chen, Joshua Engels, Max Tegmark",Jan 2025,https://arxiv.org/abs/2501.19406
s1: Simple test-time scaling,"Niklas Muennighoff, Zitong Yang, Weijia Shi, Xiang Lisa Li, Li Fei-Fei, Hannaneh Hajishirzi, Luke Zettlemoyer, Percy Liang, Emmanuel Candès, Tatsunori Hashimoto",Jan 2025,https://arxiv.org/abs/2501.19393
Partially Rewriting a Transformer in Natural Language,"Gonçalo Paulo, Nora Belrose",Jan 2025,https://arxiv.org/abs/2501.18838
Constitutional Classifiers: Defending against Universal Jailbreaks across Thousands of Hours of Red Teaming,"Mrinank Sharma, Meg Tong, Jesse Mu, Jerry Wei, Jorrit Kruthoff, Scott Goodfriend, Euan Ong, Alwin Peng, Raj Agarwal, Cem Anil, Amanda Askell, Nathan Bailey, Joe Benton, Emma Bluemke, Samuel R. Bowman, Eric Christiansen, Hoagy Cunningham, Andy Dau, Anjali Gopal, Rob Gilson, Logan Graham, Logan Howard, Nimit Kalra, Taesung Lee, Kevin Lin, Peter Lofgren, Francesco Mosconi, Clare O'Hara, Catherine Olsson, Linda Petrini, Samir Rajani, Nikhil Saxena, Alex Silverstein, Tanya Singh, Theodore Sumers, Leonard Tang, Kevin K. Troy, Constantin Weisser, Ruiqi Zhong, Giulio Zhou, Jan Leike, Jared Kaplan, Ethan Perez",Jan 2025,https://arxiv.org/abs/2501.18837
Transcoders Beat Sparse Autoencoders for Interpretability,"Gonçalo Paulo, Stepan Shabalin, Nora Belrose",Jan 2025,https://arxiv.org/abs/2501.18823
Estimating the Probability of Sampling a Trained Neural Network at Random,"Adam Scherlis, Nora Belrose",Jan 2025,https://arxiv.org/abs/2501.18812
Large Language Models Think Too Fast To Explore Effectively,"Lan Pan, Hanbo Xie, Robert C. Wilson",Jan 2025,https://arxiv.org/abs/2501.18009
International AI Safety Report,"Yoshua Bengio, Sören Mindermann, Daniel Privitera, Tamay Besiroglu, Rishi Bommasani, Stephen Casper, Yejin Choi, Philip Fox, Ben Garfinkel, Danielle Goldfarb, Hoda Heidari, Anson Ho, Sayash Kapoor, Leila Khalatbari, Shayne Longpre, Sam Manning, Vasilios Mavroudis, Mantas Mazeika, Julian Michael, Jessica Newman, Kwan Yee Ng, Chinasa T. Okolo, Deborah Raji, Girish Sastry, Elizabeth Seger, Theodora Skeadas, Tobin South, Emma Strubell, Florian Tramèr, Lucia Velasco, Nicole Wheeler, Daron Acemoglu, Olubayo Adekanmbi, David Dalrymple, Thomas G. Dietterich, Edward W. Felten, Pascale Fung, Pierre-Olivier Gourinchas, Fredrik Heintz, Geoffrey Hinton, Nick Jennings, Andreas Krause, Susan Leavy, Percy Liang, Teresa Ludermir, Vidushi Marda, Helen Margetts, John McDermid, Jane Munga, Arvind Narayanan, Alondra Nelson, Clara Neppel, Alice Oh, Gopal Ramchurn, Stuart Russell, Marietje Schaake, Bernhard Schölkopf, Dawn Song, Alvaro Soto, Lee Tiedrich, Gaël Varoquaux, Andrew Yao, Ya-Qin Zhang, Fahad Albalawi, Marwan Alserkal, Olubunmi Ajala, Guillaume Avrin, Christian Busch, André Carlos Ponce de Leon Ferreira de Carvalho, Bronwyn Fox, Amandeep Singh Gill, Ahmet Halit Hatip, Juha Heikkila, Gill Jolly, Ziv Katzir, Hiroaki Kitano, Antonio Krüger, Chris Johnson, Saif M. Khan, Kyoung Mu Lee, Dominic Vincent Ligot, Oleksii Molchanovskyi, Andrea Monti, Nusu Mwamanzi, Mona Nemer, Nuria Oliver, José Ramón López Portillo, Balaraman Ravindran, Raquel Pezoa Rivera, Hammam Riza, Crystal Rugege, Ciarán Seoighe, Jerry Sheehan, Haroon Sheikh, Denise Wong, Yi Zeng",Jan 2025,https://arxiv.org/abs/2501.17805
Sparse Autoencoders Can Interpret Randomly Initialized Transformers,"Thomas Heap, Tim Lawson, Lucy Farnik, Laurence Aitchison",Jan 2025,https://arxiv.org/abs/2501.17727
MultiChallenge: A Realistic Multi-Turn Conversation Evaluation Benchmark Challenging to Frontier LLMs,"Ved Sirdeshmukh, Kaustubh Deshpande, Johannes Mols, Lifeng Jin, Ed-Yeremai Cardona, Dean Lee, Jeremy Kritz, Willow Primack, Summer Yue, Chen Xing",Jan 2025,https://arxiv.org/abs/2501.17399
A sketch of an AI control safety case,"Tomek Korbak, Joshua Clymer, Benjamin Hilton, Buck Shlegeris, Geoffrey Irving",Jan 2025,https://arxiv.org/abs/2501.17315
AxBench: Steering LLMs? Even Simple Baselines Outperform Sparse Autoencoders,"Zhengxuan Wu, Aryaman Arora, Atticus Geiger, Zheng Wang, Jing Huang, Dan Jurafsky, Christopher D. Manning, Christopher Potts",Jan 2025,https://arxiv.org/abs/2501.17148
Sparse Autoencoders Trained on the Same Data Learn Different Features,"Gonçalo Paulo, Nora Belrose",Jan 2025,https://arxiv.org/abs/2501.16615
Towards Frontier Safety Policies Plus,Matteo Pistillo,Jan 2025,https://arxiv.org/abs/2501.16500
Open Problems in Mechanistic Interpretability,"Lee Sharkey, Bilal Chughtai, Joshua Batson, Jack Lindsey, Jeff Wu, Lucius Bushnaq, Nicholas Goldowsky-Dill, Stefan Heimersheim, Alejandro Ortega, Joseph Bloom, Stella Biderman, Adria Garriga-Alonso, Arthur Conmy, Neel Nanda, Jessica Rumbelow, Martin Wattenberg, Nandi Schoots, Joseph Miller, Eric J. Michaud, Stephen Casper, Max Tegmark, William Saunders, David Bau, Eric Todd, Atticus Geiger, Mor Geva, Jesse Hoogland, Daniel Murfet, Tom McGrath",Jan 2025,https://arxiv.org/abs/2501.16496
Propositional Interpretability in Artificial Intelligence,David J. Chalmers,Jan 2025,https://arxiv.org/abs/2501.15740
RealCritic: Towards Effectiveness-Driven Evaluation of Language Model Critiques,"Zhengyang Tang, Ziniu Li, Zhenyang Xiao, Tian Ding, Ruoyu Sun, Benyou Wang, Dayiheng Liu, Fei Huang, Tianyu Liu, Bowen Yu, Junyang Lin",Jan 2025,https://arxiv.org/abs/2501.14492
Towards a Theory of AI Personhood,Francis Rhys Ward,Jan 2025,https://arxiv.org/abs/2501.13533
MONA: Myopic Optimization with Non-myopic Approval Can Mitigate Multi-step Reward Hacking,"Sebastian Farquhar, Vikrant Varma, David Lindner, David Elson, Caleb Biddulph, Ian Goodfellow, Rohin Shah",Jan 2025,https://arxiv.org/abs/2501.13011
Physics of Skill Learning,"Ziming Liu, Yizhou Liu, Eric J. Michaud, Jeff Gore, Max Tegmark",Jan 2025,https://arxiv.org/abs/2501.12391
Infrastructure for AI Agents,"Alan Chan, Kevin Wei, Sihao Huang, Nitarshan Rajkumar, Elija Perrier, Seth Lazar, Gillian K. Hadfield, Markus Anderljung",Jan 2025,https://arxiv.org/abs/2501.10114
Authenticated Delegation and Authorized AI Agents,"Tobin South, Samuele Marro, Thomas Hardjono, Robert Mahari, Cedric Deslandes Whitney, Dazza Greenwood, Alan Chan, Alex Pentland",Jan 2025,https://arxiv.org/abs/2501.09674
RLHS: Mitigating Misalignment in RLHF with Hindsight Simulation,"Kaiqu Liang, Haimin Hu, Ryan Liu, Thomas L. Griffiths, Jaime Fernández Fisac",Jan 2025,https://arxiv.org/abs/2501.08617
Enhancing Automated Interpretability with Output-Centric Feature Descriptions,"Yoav Gur-Arieh, Roy Mayan, Chen Agassy, Atticus Geiger, Mor Geva",Jan 2025,https://arxiv.org/abs/2501.08319
Inference-Time-Compute: More Faithful? A Research Note,"James Chua, Owain Evans",Jan 2025,https://arxiv.org/abs/2501.08156
Are DeepSeek R1 And Other Reasoning Models More Faithful?,"James Chua, Owain Evans",Jan 2025,https://arxiv.org/abs/2501.08156
Iterative Label Refinement Matters More than Preference Optimization under Weak Supervision,"Yaowen Ye, Cassidy Laidlaw, Jacob Steinhardt",Jan 2025,https://arxiv.org/abs/2501.07886
The Lessons of Developing Process Reward Models in Mathematical Reasoning,"Zhenru Zhang, Chujie Zheng, Yangzhen Wu, Beichen Zhang, Runji Lin, Bowen Yu, Dayiheng Liu, Jingren Zhou, Junyang Lin",Jan 2025,https://arxiv.org/abs/2501.07301
Large Language Models Share Representations of Latent Grammatical Concepts Across Typologically Diverse Languages,"Jannik Brinkmann, Chris Wendler, Christian Bartelt, Aaron Mueller",Jan 2025,https://arxiv.org/abs/2501.06346
Enabling Scalable Oversight via Self-Evolving Critic,"Zhengyang Tang, Ziniu Li, Zhenyang Xiao, Tian Ding, Ruoyu Sun, Benyou Wang, Dayiheng Liu, Fei Huang, Tianyu Liu, Bowen Yu, Junyang Lin",Jan 2025,https://arxiv.org/abs/2501.05727
Open Problems in Machine Unlearning for AI Safety,"Fazl Barez, Tingchen Fu, Ameya Prabhu, Stephen Casper, Amartya Sanyal, Adel Bibi, Aidan O'Gara, Robert Kirk, Ben Bucknall, Tim Fist, Luke Ong, Philip Torr, Kwok-Yan Lam, Robert Trager, David Krueger, Sören Mindermann, José Hernandez-Orallo, Mor Geva, Yarin Gal",Jan 2025,https://arxiv.org/abs/2501.04952
rStar-Math: Small LLMs Can Master Math Reasoning with Self-Evolved Deep Thinking,"Xinyu Guan, Li Lyna Zhang, Yifei Liu, Ning Shang, Youran Sun, Yi Zhu, Fan Yang, Mao Yang",Jan 2025,https://arxiv.org/abs/2501.04519
The FACTS Grounding Leaderboard: Benchmarking LLMs' Ability to Ground Responses to Long-Form Input,"Alon Jacovi, Andrew Wang, Chris Alberti, Connie Tao, Jon Lipovetz, Kate Olszewska, Lukas Haas, Michelle Liu, Nate Keating, Adam Bloniarz, Carl Saroufim, Corey Fry, Dror Marcus, Doron Kukliansky, Gaurav Singh Tomar, James Swirhun, Jinwei Xing, Lily Wang, Madhu Gurumurthy, Michael Aaron, Moran Ambar, Rachana Fellinger, Rui Wang, Zizhao Zhang, Sasha Goldshtein, Dipanjan Das",Jan 2025,https://arxiv.org/abs/2501.03200
CodeElo: Benchmarking Competition-level Code Generation of LLMs with Human-comparable Elo Ratings,"Shanghaoran Quan, Jiaxi Yang, Bowen Yu, Bo Zheng, Dayiheng Liu, An Yang, Xuancheng Ren, Bofei Gao, Yibo Miao, Yunlong Feng, Zekun Wang, Jian Yang, Zeyu Cui, Yang Fan, Yichang Zhang, Binyuan Hui, Junyang Lin",Jan 2025,https://arxiv.org/abs/2501.01257
Deliberative Alignment: Reasoning Enables Safer Language Models,"Melody Y. Guan, Manas Joglekar, Eric Wallace, Saachi Jain, Boaz Barak, Alec Helyar, Rachel Dias, Andrea Vallone, Hongyu Ren, Jason Wei, Hyung Won Chung, Sam Toyer, Johannes Heidecke, Alex Beutel, Amelia Glaese",Jan 2025,https://arxiv.org/abs/2412.16339
Training on Documents About Reward Hacking Induces Reward Hacking,"Nathan Hu, Benjamin Wright, Carson Denison, Samuel Marks, Johannes Treutlein, Jonathan Uesato, Evan Hubinger",Jan 2025,https://alignment.anthropic.com/2025/reward-hacking-ooc/
Stepwise Reasoning Error Disruption Attack of LLMs,"Jingyu Peng, Maolin Wang, Xiangyu Zhao, Kai Zhang, Wanyu Wang, Pengyue Jia, Qidong Liu, Ruocheng Guo, Qi Liu",Dec 2024,https://arxiv.org/abs/2412.11934
Towards Action Hijacking of Large Language Model-based Agent,"Yuyang Zhang, Kangjie Chen, Xudong Jiang, Yuxiang Sun, Run Wang, Lina Wang",Dec 2024,https://arxiv.org/abs/2412.10807
The Compendium,"Connor Leahy, Gabriel Alfour, Chris Scammell, Andrea Miotti, Adam Shimi",Dec 2024,https://www.thecompendium.ai/
Subversion Strategy Eval: Evaluating AI's stateless strategic capabilities against control protocols,"Alex Mallen, Charlie Griffin, Alessandro Abate, Buck Shlegeris",Dec 2024,https://www.arxiv.org/abs/2412.12480
Alignment faking in large language models,"Ryan Greenblatt, Carson Denison, Benjamin Wright, Fabien Roger, Monte MacDiarmid, Sam Marks, Johannes Treutlein, Tim Belonax, Jack Chen, David Duvenaud, Akbir Khan, Julian Michael, Sören Mindermann, Ethan Perez, Linda Petrini, Jonathan Uesato, Jared Kaplan, Buck Shlegeris, Samuel R. Bowman, Evan Hubinger",Dec 2024,https://www.anthropic.com/research/alignment-faking
Frontier Models are Capable of In-context Scheming,"Alexander Meinke, Bronson Schoen, Jérémy Scheurer, Mikita Balesni, Rusheb Shah, Marius Hobbhahn",Dec 2024,https://static1.squarespace.com/static/6593e7097565990e65c886fd/t/67620d38fa0ceb12041ba585/1734479163821/in_context_scheming_paper_v2.pdf
Auditing language models for hidden objectives,"Samuel Marks, Johannes Treutlein, Trenton Bricken, Jack Lindsey, Jonathan Marcus, Siddharth Mishra-Sharma, Daniel Ziegler, Emmanuel Ameisen, Joshua Batson, Tim Belonax, Samuel R. Bowman, Shan Carter, Brian Chen, Hoagy Cunningham, Carson Denison, Florien Dietz, Satvik Golechha, Akbir Khan, Jan Kirchner, Jan Leike, Austin Meek, Kei Nishimura-Gasparian, Euan Ong, Christopher Olah, Adam Pearce, Fabien Roger, Jeanne Salle, Andy Shih, Meg Tong, Drake Thomas, Kelley Rivoire, Adam Jermyn, Monte MacDiarmid, Tom Henighan, Evan Hubinger",Dec 2024,https://assets.anthropic.com/m/317564659027fb33/original/Auditing-Language-Models-for-Hidden-Objectives.pdf
On Evaluating the Durability of Safeguards for Open-Weight LLMs,"Xiangyu Qi, Boyi Wei, Nicholas Carlini, Yangsibo Huang, Tinghao Xie, Luxi He, Matthew Jagielski, Milad Nasr, Prateek Mittal, Peter Henderson",Dec 2024,https://arxiv.org/pdf/2412.07097
Extractive Structures Learned in Pretraining Enable Generalization on Finetuned Facts,"Jiahai Feng, Stuart Russell, Jacob Steinhardt",Dec 2024,https://arxiv.org/pdf/2412.04614
Jailbreak Defense in a Narrow Domain: Limitations of Existing Methods and a New Transcript-Classifier Approach,"Tony Wang, John Hughes, Henry Sleight, Rylan Schaeffer, Rajashree Agrawal, Fazl Barez, Mrinank Sharma, Jesse Mu, Nir Shavit, Ethan Perez",Dec 2024,https://arxiv.org/pdf/2412.02159
Failures to Find Transferable Image Jailbreaks Between Vision-Language Models,"Rylan Schaeffer, Dan Valentine, Luke Bailey, James Chua, Cristóbal Eyzaguirre, Zane Durant, Joe Benton, Brando Miranda, Henry Sleight, Tony Tong Wang, John Hughes, Rajashree Agrawal, Mrinank Sharma, Scott Emmons, Sanmi Koyejo, Ethan Perez",Dec 2024,https://arxiv.org/pdf/2407.15211
Connecting the Dots: LLMs can Infer and Verbalize Latent Structure from Disparate Training Data,"Johannes Treutlein, Dami Choi, Jan Betley, Sam Marks, Cem Anil, Roger Grosse, Owain Evans",Dec 2024,https://arxiv.org/pdf/2406.14546
Titans: Learning to Memorize at Test Time,"Ali Behrouz, Peilin Zhong, Vahab Mirrokni",Dec 2024,https://arxiv.org/abs/2501.00663
No Preference Left Behind: Group Distributional Preference Optimization,"Binwei Yao, Zefan Cai, Yun-Shiuan Chuang, Shanglin Yang, Ming Jiang, Diyi Yang, Junjie Hu",Dec 2024,https://arxiv.org/abs/2412.20299
Consistency Checks for Language Model Forecasters,"Daniel Paleka, Abhimanyu Pallavi Sudhir, Alejandro Alvarez, Vineeth Bhat, Adam Shen, Evan Wang, Florian Tramèr",Dec 2024,https://arxiv.org/abs/2412.18544
Dynamic safety cases for frontier AI,"Carmen Cârlan, Francesca Gomez, Yohan Mathew, Ketana Krishna, René King, Peter Gebauer, Ben R. Smith",Dec 2024,https://arxiv.org/abs/2412.17618
Towards Safe and Honest AI Agents with Neural Self-Other Overlap,"Marc Carauleanu, Michael Vaiana, Judd Rosenblatt, Cameron Berg, Diogo Schwerz de Lucena",Dec 2024,https://arxiv.org/abs/2412.16325
Survey Insights on M365 Copilot Adoption,"Muneera Bano, Didar Zowghi, Jon Whittle, Liming Zhu, Andrew Reeson, Rob Martin, Jen Parsons",Dec 2024,https://arxiv.org/abs/2412.16162
Align Anything: Training All-Modality Models to Follow Instructions with Language Feedback,"Jiaming Ji, Jiayi Zhou, Hantao Lou, Boyuan Chen, Donghai Hong, Xuyao Wang, Wenqi Chen, Kaile Wang, Rui Pan, Jiahao Li, Mohan Wang, Josef Dai, Tianyi Qiu, Hua Xu, Dong Li, Weipeng Chen, Jun Song, Bo Zheng, Yaodong Yang",Dec 2024,https://arxiv.org/abs/2412.15838
Frontier AI Systems have surpassed the self-replicating red line ,"Xudong Pan, Jiarun Dai, Yihe Fan, Min Yang",Dec 2024,https://arxiv.org/abs/2412.12140
Obfuscated Activations Bypass LLM Latent-Space Defenses,"Luke Bailey, Alex Serrano, Abhay Sheshadri, Mikhail Seleznyov, Jordan Taylor, Erik Jenner, Jacob Hilton, Stephen Casper, Carlos Guestrin, Scott Emmons",Dec 2024,https://arxiv.org/abs/2412.09565
Take Fake as Real: Realistic-like Robust Black-box Adversarial Attack to Evade AIGC Detection,"Caiyun Xie, Dengpan Ye, Yunming Zhang, Long Tang, Yunna Lv, Jiacheng Deng, Jiawei Song",Dec 2024,https://arxiv.org/abs/2412.06727
Sloth: scaling laws for LLM skills to predict multi-benchmark performance across families,"Felipe Maia Polo, Seamus Somerstep, Leshem Choshen, Yuekai Sun, Mikhail Yurochkin",Dec 2024,https://arxiv.org/abs/2412.06540
Establishing Task Scaling Laws via Compute-Efficient Model Ladders,"Akshita Bhagia, Jiacheng Liu, Alexander Wettig, David Heineman, Oyvind Tafjord, Ananya Harsh Jha, Luca Soldaini, Noah A. Smith, Dirk Groeneveld, Pang Wei Koh, Jesse Dodge, Hannaneh Hajishirzi",Dec 2024,https://arxiv.org/abs/2412.04403
T2I-FactualBench: Benchmarking the Factuality of Text-to-Image Models with Knowledge-Intensive Concepts,"Ziwei Huang, Wanggui He, Quanyu Long, Yandi Wang, Haoyuan Li, Zhelun Yu, Fangxun Shu, Long Chan, Hao Jiang, Leilei Gan, Fei Wu",Dec 2024,https://arxiv.org/abs/2412.04300
MISR: Measuring Instrumental Self-Reasoning in Frontier Models,"Kai Fronsdal, David Lindner",Dec 2024,https://arxiv.org/abs/2412.03904
Best-of-N Jailbreaking,"John Hughes, Sara Price, Aengus Lynch, Rylan Schaeffer, Fazl Barez, Sanmi Koyejo, Henry Sleight, Erik Jones, Ethan Perez, Mrinank Sharma",Dec 2024,https://arxiv.org/abs/2412.03556
Explainable and Interpretable Multimodal Large Language Models: A Comprehensive Survey,"Yunkai Dang, Kaichen Huang, Jiahao Huo, Yibo Yan, Sirui Huang, Dongrui Liu, Mengxi Gao, Jie Zhang, Chen Qian, Kun Wang, Yong Liu, Jing Shao, Hui Xiong, Xuming Hu",Dec 2024,https://arxiv.org/abs/2412.02104
The Reality of AI and Biorisk,"Aidan Peppin, Anka Reuel, Stephen Casper, Elliot Jones, Andrew Strait, Usman Anwar, Anurag Agrawal, Sayash Kapoor, Sanmi Koyejo, Marie Pellat, Rishi Bommasani, Nick Frosst, Sara Hooker",Dec 2024,https://arxiv.org/abs/2412.01946
OmniGuard: Hybrid Manipulation Localization via Augmented Versatile Deep Image Watermarking,"Xuanyu Zhang, Zecheng Tang, Zhipei Xu, Runyi Li, Youmin Xu, Bin Chen, Feng Gao, Jian Zhang",Dec 2024,https://arxiv.org/abs/2412.01615
Playing Language Game with LLMs Leads to Jailbreaking,"Yu Peng, Zewen Long, Fangming Dong, Congyi Li, Shu Wu, Kai Chen",Nov 2024,https://arxiv.org/abs/2411.12762
"A Survey on Adversarial Machine Learning for Code Data: Realistic Threats, Countermeasures, and Interpretations","Yulong Yang, Haoran Fan, Chenhao Lin, Qian Li, Zhengyu Zhao, Chao Shen, Xiaohong Guan",Nov 2024,https://arxiv.org/abs/2411.07597
MRJ-Agent: An Effective Jailbreak Agent for Multi-Round Dialogue,"Fengxiang Wang, Ranjie Duan, Peng Xiao, Xiaojun Jia, Shiji Zhao, Cheng Wei, YueFeng Chen, Chongwen Wang, Jialing Tao, Hang Su, Jun Zhu, Hui Xue",Nov 2024,https://arxiv.org/abs/2411.03814
SQL Injection Jailbreak: a structural disaster of large language models,"Jiawei Zhao, Kejiang Chen, Weiming Zhang, Nenghai Yu",Nov 2024,https://arxiv.org/abs/2411.01565
What Should Be Internationalised in AI Governance?,"Claire Dennis, Stephen Clare, Rebecca Hawkins, Morgan Simpson, Eva Behrens, Gillian Diebold, Zaheed Kara, Ruofei Wang, Robert Trager, Matthijs Maas, Noam Kolt, Markus Anderljung, Konstantin Pilz, Anka Reuel, Malcolm Murray, Lennart Heim, Marta Ziosi",Nov 2024,https://oms-www.files.svdcdn.com/production/downloads/What%20should%20be%20internationalised%20in%20AI%20Governance-final.pdf?dm=1731486256
Gradient Masking All-at-Once: Ensemble Everything Everywhere Is Not Robust,"Jie Zhang, Kristina Nikolic, Nicholas Carlini, Florian Tramèr",Nov 2024,"https://arxiv.org/search/cs?searchtype=author&query=Zhang,+J"
Adaptive Deployment of Untrusted LLMs Reduces Distributed Threats,"Jiaxin Wen, Vivek Hebbar, Caleb Larson, Aryan Bhatt, Ansh Radhakrishnan, Mrinank Sharma, Henry Sleight, Shi Feng, He He, Ethan Perez, Buck Shlegeris, Akbir Khan",Nov 2024,https://arxiv.org/pdf/2411.17693
"Do Large Language Models Perform Latent Multi-Hop Reasoning
without Exploiting Shortcuts?","Sohee Yang, Nora Kassner, Elena Gribovskaya, Sebastian Riedel, Mor Geva",Nov 2024,https://arxiv.org/pdf/2411.16679
Predicting Emergent Capabilities by Finetuning,"Charlie Snell, Eric Wallace, Dan Klein, Sergey Levine",Nov 2024,https://arxiv.org/pdf/2411.16035
Towards evaluations-based safety cases for AI scheming,"Mikita Balesni, Marius Hobbhahn, David Lindner, Alexander Meinke, Tomek Korbak, Joshua Clymer, Buck Shlegeris, Jérémy Scheurer, Charlotte Stix, Rusheb Shah, Nicholas Goldowsky-Dill, Dan Braun, Bilal Chughtai, Owain Evans, Daniel Kokotajlo, Lucius Bushnaq",Nov 2024,https://arxiv.org/pdf/2411.03336
Evaluating Large Language Models' Capability to Launch Fully Automated Spear Phishing Campaigns: Validated on Human Subjects,"Fred Heiding, Simon Lermen, Andrew Kao, Bruce Schneier, Arun Vishwanath",Nov 2024,https://arxiv.org/abs/2412.00586
VLSBench: Unveiling Visual Leakage in Multimodal Safety,"Xuhao Hu, Dongrui Liu, Hao Li, Xuanjing Huang, Jing Shao",Nov 2024,https://arxiv.org/abs/2411.19939
Quantized Delta Weight Is Safety Keeper,"Yule Liu, Zhen Sun, Xinlei He, Xinyi Huang",Nov 2024,https://arxiv.org/abs/2411.19530
A Topic-level Self-Correctional Approach to Mitigate Hallucinations in MLLMs,"Lehan He, Zeren Chen, Zhelun Shi, Tianyu Yu, Jing Shao, Lu Sheng",Nov 2024,https://arxiv.org/abs/2411.17265
ChemSafetyBench: Benchmarking LLM Safety on Chemistry Domain,"Haochen Zhao, Xiangru Tang, Ziran Yang, Xiao Han, Xuanzhi Feng, Yueqing Fan, Senhao Cheng, Di Jin, Yilun Zhao, Arman Cohan, Mark Gerstein",Nov 2024,https://arxiv.org/abs/2411.16736
"The Two-Hop Curse: LLMs trained on A->B, B->C fail to learn A-->C","Mikita Balesni, Tomek Korbak, Owain Evans",Nov 2024,https://arxiv.org/abs/2411.16353
