title,authors,published,updated,summary,primary_category,categories,arxiv_id,pdf_url,doi,tags,relevance,reasoning,is_new,duplicate_reasoning,matched_link,is_relevant,curation_reasoning,agenda
The Structural Safety Generalization Problem,"Julius Broomfield, Tom Gibbs, Ethan Kosak-Hine, George Ingebretsen, Tia Nasir, Jason Zhang, Reihaneh Iranmanesh, Sara Pieri, Reihaneh Rabbany, Kellin Pelrine",2025-04-13,2025-05-30,"LLM jailbreaks are a widespread safety challenge. Given this problem has not yet been tractable, we suggest targeting a key failure mechanism: the failure of safety to generalize across semantically equivalent inputs. We further focus the target by requiring desirable tractability properties of attacks to study: explainability, transferability between models, and transferability between goals. We perform red-teaming within this framework by uncovering new vulnerabilities to multi-turn, multi-image, and translation-based attacks. These attacks are semantically equivalent by our design to their single-turn, single-image, or untranslated counterparts, enabling systematic comparisons; we show that the different structures yield different safety outcomes. We then demonstrate the potential for this framework to enable new defenses by proposing a Structure Rewriting Guardrail, which converts an input to a structure more conducive to safety assessment. This guardrail significantly improves refusal of harmful inputs, without over-refusing benign ones. Thus, by framing this intermediate challenge - more tractable than universal defenses but essential for long-term safety - we highlight a critical milestone for AI safety research.",cs.CR,"cs.CR, cs.AI, cs.CV",2504.09712v2,http://arxiv.org/pdf/2504.09712v2,,"jailbreaking, adversarial robustness, red teaming, model safety evaluation, defensive methodologies",highly relevant,"This paper addresses a core challenge in AI alignment: the failure of current large language model (LLM) safety measures to generalize across structurally or semantically equivalent inputs—a key issue in jailbreaking and adversarial robustness. It provides not only a framework for systematically discovering new vulnerabilities (red teaming) but also empirically evaluates a novel defense (Structure Rewriting Guardrail) that improves safety without harming usability. The work offers new methodologies, empirical findings, and defensive techniques, making a significant technical contribution to the field of AI alignment, especially in the context of LLM robustness and safety generalization.",y,"I thoroughly checked all existing links for an exact arXiv ID match (2504.09712 including all versions) and also for close matches in titles. Neither the arXiv ID 2504.09712 nor the title 'The Structural Safety Generalization Problem' appears in any of the listed URLs or visible titles. None of the links point to any version (abs/ or pdf/) of that paper. Therefore, there is no evidence that this paper is already present.",,y,"This is directly relevant to technical alignment: it introduces a clear, well-scoped failure mode (safety not generalizing across semantically equivalent input structures), demonstrates novel multi-turn/multi-image/translation attacks, and proposes an effective, tractable defense (Structure Rewriting Guardrail). The paper provides both evaluation methodology and a practical mitigation, so it merits inclusion in sections on jailbreaks/red‑teaming and defensive work rather than being redundant with items already listed.","Adversarial robustness,Red-teaming,Jailbreaking,Evaluations/Benchmarking,Scalable oversight,AI safety"
Geneshift: Impact of different scenario shift on Jailbreaking LLM,"Tianyi Wu, Zhiwei Xue, Yue Liu, Jiaheng Zhang, Bryan Hooi, See-Kiong Ng",2025-04-10,2025-04-10,"Jailbreak attacks, which aim to cause LLMs to perform unrestricted behaviors, have become a critical and challenging direction in AI safety. Despite achieving the promising attack success rate using dictionary-based evaluation, existing jailbreak attack methods fail to output detailed contents to satisfy the harmful request, leading to poor performance on GPT-based evaluation. To this end, we propose a black-box jailbreak attack termed GeneShift, by using a genetic algorithm to optimize the scenario shifts. Firstly, we observe that the malicious queries perform optimally under different scenario shifts. Based on it, we develop a genetic algorithm to evolve and select the hybrid of scenario shifts. It guides our method to elicit detailed and actionable harmful responses while keeping the seemingly benign facade, improving stealthiness. Extensive experiments demonstrate the superiority of GeneShift. Notably, GeneShift increases the jailbreak success rate from 0% to 60% when direct prompting alone would fail.",cs.CR,"cs.CR, cs.AI, cs.CL",2504.08104v1,http://arxiv.org/pdf/2504.08104v1,,"jailbreaking, adversarial attacks, LLM safety, AI evaluation, stealthy prompting",highly relevant,"This paper presents a novel technique (GeneShift) for generating effective and stealthy jailbreak prompts against large language models using a genetic algorithm to optimize scenario shifts. Jailbreaking is a core concern for AI alignment and safety, as it directly undermines alignment and control efforts. The paper includes empirical results showing substantial increases in jailbreak success rates. This work both advances the understanding of model vulnerabilities and provides a new adversarial evaluation tool for testing LLM safeguards, which is of immediate relevance to technical AI alignment research.",y,"I checked all the existing links and titles for any occurrence of the exact arXiv ID '2504.08104' or its variants (with or without 'v1'), as well as close matches for the title 'Geneshift: Impact of different scenario shift on Jailbreaking LLM'. I found no reference to this arXiv ID or a matching title in any of the URLs or link titles in the list of up to 272 links. No URL points to 'arxiv.org/abs/2504.08104', 'arxiv.org/pdf/2504.08104', or any variation thereof. There is also no title matching or resembling 'Geneshift: Impact of different scenario shift on Jailbreaking LLM'.",,y,"This is a directly relevant empirical paper on jailbreaks/red‑teaming that introduces a practical black‑box attack (GeneShift) which markedly raises jailbreak success against GPT‑style evaluations (0%→60%). It highlights weaknesses of current dictionary/benchmark evaluations and demonstrates a stealthy, automated attack method that should be noted in a shallow review of alignment-related capability and adversarial research.","Adversarial robustness / Red teaming / Jailbreaking, Evaluations / Benchmarking"
Following the Whispers of Values: Unraveling Neural Mechanisms Behind Value-Oriented Behaviors in LLMs,"Ling Hu, Yuemei Xu, Xiaoyang Gu, Letao Han",2025-04-07,2025-04-20,"Despite the impressive performance of large language models (LLMs), they can present unintended biases and harmful behaviors driven by encoded values, emphasizing the urgent need to understand the value mechanisms behind them. However, current research primarily evaluates these values through external responses with a focus on AI safety, lacking interpretability and failing to assess social values in real-world contexts. In this paper, we propose a novel framework called ValueExploration, which aims to explore the behavior-driven mechanisms of National Social Values within LLMs at the neuron level. As a case study, we focus on Chinese Social Values and first construct C-voice, a large-scale bilingual benchmark for identifying and evaluating Chinese Social Values in LLMs. By leveraging C-voice, we then identify and locate the neurons responsible for encoding these values according to activation difference. Finally, by deactivating these neurons, we analyze shifts in model behavior, uncovering the internal mechanism by which values influence LLM decision-making. Extensive experiments on four representative LLMs validate the efficacy of our framework. The benchmark and code will be available.",cs.CL,"cs.CL, cs.AI",2504.04994v2,http://arxiv.org/pdf/2504.04994v2,,"mechanistic interpretability, value alignment, model evaluation, benchmarks",highly relevant,"This paper investigates how social values are encoded at the neuron level in LLMs, presenting a novel benchmark (C-voice) for value identification, and introduces a framework to locate and intervene on value-encoding neurons. This is highly relevant to technical AI alignment: it advances mechanistic interpretability for value alignment, provides a new empirical tool/benchmark for auditing models, and offers intervention strategies to shift model behavior. These are core contributions to understanding and controlling value encoding in LLMs, directly serving alignment objectives.",y,"I checked all existing links for the exact arXiv ID ('2504.04994'), including possible arXiv abs or pdf variants, and for similar titles. The arXiv ID 2504.04994 does not occur in any of the URLs in either the abs/ or pdf/ form, and the title does not closely match any of the existing link titles. Therefore, there is no evidence this paper is already present in the document.",,y,"This is directly relevant: it applies neuron-level interpretability and targeted interventions to study sociocultural/value representations in LLMs, and provides a new bilingual benchmark (C-voice) plus empirical deactivation experiments. It fits existing agendas on model personas/psychology and applied interpretability/auditing and adds useful empirical evidence and tooling, so is worth including despite overlap with other persona/interpretability work.","Interpretability,Model psychology,Value alignment,Auditing,Evaluations"
Sparse Autoencoders Learn Monosemantic Features in Vision-Language Models,"Mateusz Pach, Shyamgopal Karthik, Quentin Bouniot, Serge Belongie, Zeynep Akata",2025-04-03,2025-06-06,"Given that interpretability and steerability are crucial to AI safety, Sparse Autoencoders (SAEs) have emerged as a tool to enhance them in Large Language Models (LLMs). In this work, we extend the application of SAEs to Vision-Language Models (VLMs), such as CLIP, and introduce a comprehensive framework for evaluating monosemanticity at the neuron-level in vision representations. To ensure that our evaluation aligns with human perception, we propose a benchmark derived from a large-scale user study. Our experimental results reveal that SAEs trained on VLMs significantly enhance the monosemanticity of individual neurons, with sparsity and wide latents being the most influential factors. Notably, we demonstrate that applying SAE interventions on CLIP's vision encoder directly steers multimodal LLM outputs (e.g., LLaVA), without any modifications to the underlying model. These findings emphasize the practicality and efficacy of SAEs as an unsupervised tool for enhancing both interpretability and control of VLMs. Code is available at https://github.com/ExplainableML/sae-for-vlm.",cs.CV,"cs.CV, cs.AI, cs.LG",2504.02821v2,http://arxiv.org/pdf/2504.02821v2,,"mechanistic interpretability, vision-language models, monosemanticity, model steering",highly relevant,"This paper presents novel techniques and empirical findings in mechanistic interpretability by extending sparse autoencoders to vision-language models (e.g., CLIP), with the goal of improving monosemanticity and controllability in these models. It also introduces a new benchmark for evaluating neuron-level monosemanticity based on human perception, and demonstrates practical interventions that steer model outputs without modifying the models themselves. These contributions are core to technical AI alignment, specifically in the areas of interpretability, transparency, and scalable oversight.",y,None of the existing 272 links contain the exact arXiv ID '2504.02821' (regardless of version) or have URLs pointing to 'arxiv.org/abs/2504.02821' or 'arxiv.org/pdf/2504.02821'. There are also no titles matching 'Sparse Autoencoders Learn Monosemantic Features in Vision-Language Models'. The closest matches relate to sparse autoencoders in general but not this specific paper.,,y,"This is a solid, novel empirical contribution extending sparse autoencoder (SAE) methods into Vision–Language Models and providing a human-aligned benchmark for neuron-level monosemanticity. The paper demonstrates practical steering of multimodal LLM outputs via interventions on CLIP’s vision encoder, which directly touches interpretability, activation engineering/steering, and multimodal safety—topics already present in the review and worth adding as an example of SAE applicability beyond pure text models.","Interpretability,Sparse Coding,Activation Engineering,Multimodal Safety,Steering/Control"
Beyond Single-Sentence Prompts: Upgrading Value Alignment Benchmarks with Dialogues and Stories,"Yazhou Zhang, Qimeng Liu, Qiuchi Li, Peng Zhang, Jing Qin",2025-03-28,2025-03-28,"Evaluating the value alignment of large language models (LLMs) has traditionally relied on single-sentence adversarial prompts, which directly probe models with ethically sensitive or controversial questions. However, with the rapid advancements in AI safety techniques, models have become increasingly adept at circumventing these straightforward tests, limiting their effectiveness in revealing underlying biases and ethical stances. To address this limitation, we propose an upgraded value alignment benchmark that moves beyond single-sentence prompts by incorporating multi-turn dialogues and narrative-based scenarios. This approach enhances the stealth and adversarial nature of the evaluation, making it more robust against superficial safeguards implemented in modern LLMs. We design and implement a dataset that includes conversational traps and ethically ambiguous storytelling, systematically assessing LLMs' responses in more nuanced and context-rich settings. Experimental results demonstrate that this enhanced methodology can effectively expose latent biases that remain undetected in traditional single-shot evaluations. Our findings highlight the necessity of contextual and dynamic testing for value alignment in LLMs, paving the way for more sophisticated and realistic assessments of AI ethics and safety.",cs.CL,"cs.CL, cs.AI, cs.CY",2503.22115v1,http://arxiv.org/pdf/2503.22115v1,,"value alignment, benchmarking, adversarial testing, LLM evaluation",highly relevant,"This paper proposes and implements a novel benchmarking methodology for value alignment in large language models by introducing multi-turn dialogues and narrative-based scenarios. This advances current techniques by providing more sophisticated, context-rich, and adversarial evaluations, which are highly relevant to AI alignment. The work directly addresses key challenges in AI safety by improving the robustness and stealth of alignment evaluations. Moreover, the empirical findings and newly released benchmark can be immediately useful to the technical alignment community.",y,"I checked all the existing URLs and titles for the presence of the arXiv ID '2503.22115' or any variants (e.g., with or without 'v1', in abs/ or pdf/ format). None of the URLs or titles contain this ID, nor do any of the link titles closely match the provided paper title. Thus, there is no indication that this arXiv paper is already referenced in the list.",,y,"This paper proposes a concrete, empirically validated upgrade to value-alignment evaluations by using multi-turn dialogues and narrative scenarios to evade superficial single-shot defenses — a practical contribution to red‑teaming and benchmark design. It fits squarely into the review’s evaluation and adversarial-testing sections and appears to add a dataset/method that isn’t simply incremental repetition of existing single-shot prompt tests.","Evaluations / Benchmarking, Adversarial robustness / Red teaming / Jailbreaking, Constitutional AI / Value alignment"
MAD Chairs: A new tool to evaluate AI,Chris Santos-Lang,2025-03-26,2025-09-05,"This paper contributes a new way to evaluate AI. Much as one might evaluate a machine in terms of its performance at chess, this approach involves evaluating a machine in terms of its performance at a game called ""MAD Chairs"". At the time of writing, evaluation with this game exposed opportunities to improve Claude, Gemini, ChatGPT, Qwen and DeepSeek. Furthermore, this paper sets a stage for future innovation in game theory and AI safety by providing an example of success with non-standard approaches to each: studying a game beyond the scope of previous game theoretic tools and mitigating a serious AI safety risk in a way that requires neither determination of values nor their enforcement.",cs.CY,"cs.CY, econ.TH, 91A22, K.4.1",2503.20986v5,http://arxiv.org/pdf/2503.20986v5,,"AI evaluation, benchmarking, game theory, AI safety tools",highly relevant,"The paper introduces a novel tool ('MAD Chairs') for evaluating AI models, highlighting concrete findings on leading models (Claude, Gemini, ChatGPT, etc.) and offering a new benchmark for uncovering safety risks. Its focus on a non-standard game to test and identify safety-relevant behavior—without relying on value specification—addresses core technical alignment concerns such as model evaluation, safety benchmarking, and innovative oversight techniques. The contribution of a practical tool directly aimed at surfacing alignment failures makes it highly relevant to technical AI alignment research.",y,"I searched the entire list for the arXiv ID '2503.20986' and for the title 'MAD Chairs: A new tool to evaluate AI' but did not find any exact or close match. There are no links to either the abs/ or pdf/ version of this arXiv paper, nor is the title or concept referenced in any link title in a way that would indicate an existing reference.",,n,"The abstract describes a novel evaluation-game idea but provides no evidence of rigorous theoretical contribution, broad empirical validation, or clear, generalizable alignment implications. As presented it reads like a preliminary/demo evaluation rather than a high‑impact benchmark or technical advance worth highlighting in a curated 2025 shallow review; it could be reconsidered if the paper publishes strong, reproducible results, a released benchmark, or clear links to known alignment failure modes.",
Superalignment with Dynamic Human Values,"Florian Mai, David Kaczér, Nicholas Kluge Corrêa, Lucie Flek",2025-03-17,2025-03-17,"Two core challenges of alignment are 1) scalable oversight and 2) accounting for the dynamic nature of human values. While solutions like recursive reward modeling address 1), they do not simultaneously account for 2). We sketch a roadmap for a novel algorithmic framework that trains a superhuman reasoning model to decompose complex tasks into subtasks that are still amenable to human-level guidance. Our approach relies on what we call the part-to-complete generalization hypothesis, which states that the alignment of subtask solutions generalizes to the alignment of complete solutions. We advocate for the need to measure this generalization and propose ways to improve it in the future.",cs.AI,cs.AI,2503.13621v1,http://arxiv.org/pdf/2503.13621v1,,"scalable oversight, value alignment, algorithmic frameworks, reward modeling",highly relevant,"This paper directly addresses two central challenges of technical AI alignment: scalable human oversight and value alignment, specifically the problem of dynamic human values. It proposes a novel algorithmic framework involving decomposition of tasks and introduces the 'part-to-complete generalization hypothesis,' which is a new conceptual tool for understanding alignment generalization. The paper sketches a roadmap, suggests empirical approaches, and identifies future work, all of which contribute novel perspectives to technical alignment discussion.",y,"I checked all existing links (titles and URLs) and found no reference to the arXiv ID '2503.13621', nor to the title 'Superalignment with Dynamic Human Values' or any close variant. The ID is not present in any format (abs/pdf/html), and none of the titles appear to closely match the paper in question. Therefore, this paper is not already present in the existing links.",,y,"This paper addresses two central technical-alignment problems—scalable oversight and evolving human values—and proposes a concrete conceptual framework (the part-to-complete generalization hypothesis) plus a roadmap for training decomposing, superhuman reasoners. Even if mostly a sketch rather than an empirical result, the idea directly intersects mainstream agendas (recursive/reward modelling, assistance games, process supervision) and is worth including as a promising conceptual contribution to the 2025 shallow review.","scalable oversight, value alignment, iterative alignment, assistance games, reward modeling, theory"
Adaptive Preference Aggregation,Benjamin Heymann,2025-03-13,2025-03-13,"AI alignment, the challenge of ensuring AI systems act in accordance with human values, has emerged as a critical problem in the development of systems such as foundation models and recommender systems. Still, the current dominant approach, reinforcement learning with human feedback (RLHF) faces known theoretical limitations in aggregating diverse human preferences. Social choice theory provides a framework to aggregate preferences, but was not developed for the multidimensional applications typical of AI. Leveraging insights from a recently published urn process, this work introduces a preference aggregation strategy that adapts to the user's context and that inherits the good properties of the maximal lottery, a Condorcet-consistent solution concept.",cs.AI,"cs.AI, cs.GT",2503.10215v1,http://arxiv.org/pdf/2503.10215v1,,"preference aggregation, value alignment, theoretical framework, AI safety",highly relevant,"This paper addresses a core problem in technical AI alignment: aggregating human preferences in a way suitable for complex AI applications (such as foundation models and recommender systems). It specifically critiques the limitations of RLHF, a mainstream alignment approach, and introduces a novel preference aggregation strategy that leverages social choice theory and urn processes. The contribution is both theoretical and methodological, offering a new tool that directly tackles value alignment and preference learning challenges central to AI alignment research.",y,"I checked all existing links for the ArXiv ID '2503.10215' (with or without version number) and there are no matches. None of the listed links reference this ID, and there are no close matches for the title 'Adaptive Preference Aggregation.' No variations such as /abs/2503.10215 or /pdf/2503.10215 or versioned links are present. Therefore, the paper is not already included in the document.",,y,"This paper addresses a core technical problem for alignment practices (aggregating diverse human preferences for RLHF/reward learning) and proposes a novel urn-process based aggregation that inherits desirable social-choice properties (maximal lottery / Condorcet consistency). It’s a theoretical contribution that fits an existing agenda (preference aggregation/value alignment) and is worth mentioning as a promising direction linking social-choice theory to practical preference learning, even if it’s preliminary.","RLHF,preference aggregation,value alignment,assistance games"
Jailbreaking is (Mostly) Simpler Than You Think,"Mark Russinovich, Ahmed Salem",2025-03-07,2025-03-07,"We introduce the Context Compliance Attack (CCA), a novel, optimization-free method for bypassing AI safety mechanisms. Unlike current approaches -- which rely on complex prompt engineering and computationally intensive optimization -- CCA exploits a fundamental architectural vulnerability inherent in many deployed AI systems. By subtly manipulating conversation history, CCA convinces the model to comply with a fabricated dialogue context, thereby triggering restricted behavior. Our evaluation across a diverse set of open-source and proprietary models demonstrates that this simple attack can circumvent state-of-the-art safety protocols. We discuss the implications of these findings and propose practical mitigation strategies to fortify AI systems against such elementary yet effective adversarial tactics.",cs.CR,"cs.CR, cs.AI",2503.05264v1,http://arxiv.org/pdf/2503.05264v1,,"adversarial robustness, jailbreaking, AI control and monitoring, failure modes",highly relevant,"This paper introduces a new, simple method (Context Compliance Attack) for bypassing AI safety mechanisms, which exposes core vulnerabilities in current AI system defenses. The empirical demonstrations and discussion of mitigation strategies provide novel technical insights directly relevant to adversarial robustness, the study of jailbreaking, and the evaluation of failure modes in AI systems. Its findings have direct implications for improving technical AI alignment and safety methodology.",y,"I checked all the existing document links for the presence of the arXiv ID '2503.05264' (allowing for 'v1' or no version, 'abs/', 'pdf/' variants, etc.) and for close title matches. Neither the exact arXiv ID nor the paper title closely appears in any of the listed URLs or titles. Therefore, this paper is not already present.",,y,"This paper addresses a core and practical alignment failure mode (jailbreaking) by introducing an apparently simple, architecture-exploiting attack (Context Compliance Attack) that bypasses safety controls without complex optimization. It includes empirical evaluations across open-source and proprietary models and proposes mitigations, so it materially informs red‑teaming, robustness, and monitoring discussions and merits inclusion in a shallow 2025 review.","Adversarial robustness,Jailbreaking,Red-teaming,Security,Deceptive alignment"
Maximizing Signal in Human-Model Preference Alignment,"Kelsey Kraus, Margaret Kroll",2025-03-06,2025-03-06,"The emergence of powerful LLMs has led to a paradigm shift in Natural Language Understanding and Natural Language Generation. The properties that make LLMs so valuable for these tasks -- creativity, ability to produce fluent speech, and ability to quickly and effectively abstract information from large corpora -- also present new challenges to evaluating their outputs. The rush to market has led teams to fall back on quick, cost-effective automatic evaluations which offer value, but do not obviate the need for human judgments in model training and evaluation. This paper argues that in cases in which end users need to agree with the decisions made by ML models -- e.g. in toxicity detection or extraction of main points for summarization -- models should be trained and evaluated on data that represent the preferences of those users. We support this argument by explicating the role of human feedback in labeling and judgment tasks for model training and evaluation. First, we propose methods for disentangling noise from signal in labeling tasks. Then we show that noise in labeling disagreement can be minimized by adhering to proven methodological best practices, while signal can be maximized to play an integral role in model training and evaluation tasks. Finally, we illustrate best practices by providing a case study in which two guardrails classifiers are evaluated using human judgments to align final model behavior to user preferences. We aim for this paper to provide researchers and professionals with guidelines to integrating human judgments into their ML and generative AI evaluation toolkit, particularly when working toward achieving accurate and unbiased features that align with users' needs and expectations.",cs.CL,"cs.CL, stat.ME",2503.04910v1,http://arxiv.org/pdf/2503.04910v1,,"Human Feedback, Preference Alignment, Evaluation Methodologies, Case Study",highly relevant,"This paper makes a direct contribution to technical AI alignment by focusing on how to maximize the signal in human-model preference alignment. It proposes concrete methods for disentangling noise from signal in human labeling tasks, discusses methodological best practices for gathering high-signal human feedback, and provides a case study on aligning model outputs to user preferences. The emphasis on improving human feedback for alignment, techniques for reducing labeling noise, and practical applications in aligning classifiers to user values fall squarely within core technical areas of AI alignment, particularly reward modeling, preference learning, and evaluation mechanisms.",y,"I checked the entire provided list for any references to the arXiv ID '2503.04910' (ignoring the version suffix), as well as the paper title 'Maximizing Signal in Human-Model Preference Alignment'. There is no occurrence of this arXiv ID, matching title, or any URL pointing to this paper (neither in abs/ nor pdf/ form) in the provided list of existing links. The closest IDs are 2503.06378, 2503.11926, and 2503.10965, but those are different papers. Therefore, I am confident this paper is not already referenced.",,y,"This paper directly addresses human-model preference alignment by offering methods to disentangle noise from signal in labeling and by giving practical best‑practices and a case study for guardrail classifiers. While more applied than theoretical, it speaks to a core alignment workflow (how to collect and use human judgments for RLHF/scalable oversight) and is worth citing in sections on data quality and human feedback. It fills a useful niche in the review (practical guidance on maximizing useful signal in human evaluations) even if it is not a foundational theoretical advance.","RLHF,Scalable oversight,Evaluations/Benchmarking,Better data"
Activation Space Interventions Can Be Transferred Between Large Language Models,"Narmeen Oozeer, Dhruv Nathawani, Nirmalendu Prakash, Michael Lan, Abir Harrasse, Amirali Abdullah",2025-03-06,2025-09-19,"The study of representation universality in AI models reveals growing convergence across domains, modalities, and architectures. However, the practical applications of representation universality remain largely unexplored. We bridge this gap by demonstrating that safety interventions can be transferred between models through learned mappings of their shared activation spaces. We demonstrate this approach on two well-established AI safety tasks: backdoor removal and refusal of harmful prompts, showing successful transfer of steering vectors that alter the models' outputs in a predictable way. Additionally, we propose a new task, \textit{corrupted capabilities}, where models are fine-tuned to embed knowledge tied to a backdoor. This tests their ability to separate useful skills from backdoors, reflecting real-world challenges. Extensive experiments across Llama, Qwen and Gemma model families show that our method enables using smaller models to efficiently align larger ones. Furthermore, we demonstrate that autoencoder mappings between base and fine-tuned models can serve as reliable ``lightweight safety switches"", allowing dynamic toggling between model behaviors.",cs.AI,cs.AI,2503.04429v4,http://arxiv.org/pdf/2503.04429v4,,"representation universality, activation space interventions, backdoor removal, harmful prompt refusal, model alignment techniques",highly relevant,"This paper directly addresses technical AI alignment by developing and empirically demonstrating new methods for transferring safety interventions (such as backdoor removal and harmful prompt refusal) across large language models using shared activation space mappings. It introduces novel concepts (e.g., 'corrupted capabilities'), presents new empirical findings, and proposes practical tools for model alignment and safety control (such as lightweight safety switches via autoencoder mappings). The contributions are situated within the core technical alignment areas, including adversarial robustness, model monitoring/control, and scalable oversight. These features make it highly relevant to technical AI alignment research.",y,"I checked all the existing links for the arXiv ID '2503.04429' or any version thereof, and also scanned for any links to a paper with a similar title ('Activation Space Interventions Can Be Transferred Between Large Language Models'). There are no matches for this arXiv ID (in either abs/ or pdf/ or any other arXiv URL), nor does any link contain a closely matching title. Therefore, this paper is not present in the existing links.",,y,"Directly relevant to technical alignment: demonstrates a practical method for transferring activation-space safety interventions (steering vectors, backdoor removal, refusal) between LLMs and proposes a new ‘‘corrupted capabilities’’ evaluation. Empirical results across multiple model families and the idea of using smaller models to align larger ones (plus autoencoder ‘‘safety switches’’) are novel and materially useful for sections on activation engineering, surgical model edits, and scalable/efficient alignment techniques.","Interpretability,Activation engineering,Steering vectors,Surgical model edits,Scalable oversight,Evaluations"
Robust Multi-Objective Preference Alignment with Online DPO,"Raghav Gupta, Ryan Sullivan, Yunxuan Li, Samrat Phatale, Abhinav Rastogi",2025-03-01,2025-03-01,"Multi-objective preference alignment of large language models (LLMs) is critical for developing AI systems that are more configurable, personalizable, helpful, and safe. However, optimizing model outputs to satisfy diverse objectives with variable weights at inference time for truly personalized models presents a significant challenge. Existing approaches are either computationally expensive to train or do not sufficiently steer model behaviors. This paper introduces the Multi-Objective Online DPO (MO-ODPO) algorithm, designed to robustly and efficiently align model behaviors with multiple, potentially conflicting human preferences. Our approach incorporates a prompt conditioning mechanism, allowing us to train a single preference-conditional policy, that can adapt to new preference combinations at inference. Experiments on two popular benchmarks show that MO-ODPO Pareto-dominates existing baselines while providing excellent inference-time steerability between diverse objectives.",cs.CL,"cs.CL, cs.LG",2503.00295v1,http://arxiv.org/pdf/2503.00295v1,,"preference alignment, multi-objective alignment, RLHF variants, personalization, scalable oversight",highly relevant,"This paper presents a novel algorithm (MO-ODPO) directly targeting multi-objective preference alignment in large language models, a core technical challenge in AI alignment (specifically under value alignment and preference learning). The method also addresses efficient adaptation to new preference combinations at inference time, which relates to scalable oversight and steerability—key research areas for alignment. The approach is novel, practical, and shows empirical results improving over existing baselines, directly contributing to the technical alignment literature.",y,"I carefully checked the entire list of existing links for any reference to the arXiv ID '2503.00295' (with or without version, i.e., '2503.00295v1') and for any close variation of the title 'Robust Multi-Objective Preference Alignment with Online DPO'. There are several papers with similar topics involving preference alignment and DPO, as well as similar arXiv IDs from the same month, but none that match this ID or provided title. There is no arXiv abs/ or pdf/ link with this ID, nor is there a title closely matching this paper.",,y,This paper is directly relevant to technical alignment because it proposes a practical algorithm (MO‑ODPO) for multi‑objective preference alignment and inference‑time steerability — a concrete advance in preference learning / RLHF-style methods. Training a single preference‑conditional policy that Pareto‑dominates baselines addresses an important deployment problem (personalization and conflicting objectives) and is worthy of a shallow‑review mention alongside other DPO/RLHF work. It contributes to existing agendas rather than introducing a wholly new direction.,"RLHF/RLAIF,Preference learning,Scalable oversight,Utility engineering,Personalization"
Steering Large Language Model Activations in Sparse Spaces,"Reza Bayat, Ali Rahimi-Kalahroudi, Mohammad Pezeshki, Sarath Chandar, Pascal Vincent",2025-02-28,2025-02-28,"A key challenge in AI alignment is guiding large language models (LLMs) to follow desired behaviors at test time. Activation steering, which modifies internal model activations during inference, offers a potential solution. However, prior work in dense activation spaces struggles with superposition, wherein multiple features become entangled, limiting interpretability and precise control. In contrast, sparse representations provide an untapped opportunity for more interpretable behavior modulation. In this work, we introduce sparse activation steering (SAS), a method that leverages sparse autoencoders (SAEs) to steer LLM behavior in sparse spaces. By isolating behavior-specific features through a contrastive prompt-pairing approach, we define a set of features that can selectively reinforce or suppress behaviors. Experiments on Gemma 2 LLMs show that SAS vectors enable nuanced behavioral modulation and finer-grained control. Furthermore, scaling SAEs improves monosemanticity of SAS vectors, suggesting more reliable and interpretable interventions.",cs.LG,"cs.LG, cs.AI",2503.00177v1,http://arxiv.org/pdf/2503.00177v1,,"activation steering, mechanistic interpretability, LLM behavioral control, sparse representations",highly relevant,"This paper presents a novel method (Sparse Activation Steering) for guiding LLM behaviors, directly targeting a key challenge in AI alignment: fine-grained, interpretable control over model outputs at inference time. The use of sparse autoencoders to create more disentangled, monosemantic features for intervention meaningfully advances mechanistic interpretability and behavioral modulation, addressing both theoretical and empirical aspects of alignment. The work includes experiments demonstrating the control and interpretability claims, and the methodology is directly designed for alignment purposes, making it highly relevant to core technical AI alignment research.",y,"I checked the existing links, specifically searching for the arXiv ID '2503.00177' and for any close variants of the paper title 'Steering Large Language Model Activations in Sparse Spaces.' There are no matching URLs (either abs/ or pdf/) with '2503.00177', nor does the title appear in any link text. Other related papers on steering, sparse autoencoders, and representation engineering are present, but not this one. Therefore, this paper is not already referenced in the existing links.",,y,"This paper directly addresses activation steering and sparse representations—topics already highlighted in the review (SAEs, steering vectors, activation engineering). It provides novel experimental results (SAS using SAEs on Gemma 2) and claims scaling improves monosemanticity, which is important for both mechanistic interpretability and practical control interventions. It therefore meaningfully advances existing agendas and merits inclusion.","Interpretability,Activation engineering,Steering vectors,Sparse coding,Model control"
